v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v7_1,v7_2,v7_3,v7_4,v7_5,v7_6,v7_7,v7_8,v8,v9_1,v9_2,v10_1,v10_2,v10_3,v10_4,v10_5,v10_6,v10_7,v10_8,v10_9,v10_10,v10_11,v10_12,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22_1,v22_2,v22_3,v22_4,v22_5,v22_6,v23,v24,v25,v26,v27_1,v27_2,v27_3,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38
2,1,1,1,1,99,99,99,2,3,5,8,99,99,99,99,580,8,0,1,2,3,4,5,7,9,10,99,99,99,99,4,1,5,1,4,9,5,9,3,4,9,2,3,5,99,99,99,2,1,3,9,99,99,99,1,1,1,4,2,17,900,17,1,1,3
2,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,600,12,0,1,2,3,4,5,8,9,10,99,99,99,99,3,1,3,2,4,9,9,5,5,4,9,2,3,5,99,99,99,2,1,1,9,99,99,99,1,1,2,4,2,5,330,5,1,2,3
4,2,2,1,1,99,99,99,1,5,99,99,99,99,99,99,588,99,98,1,2,3,4,5,8,9,10,99,99,99,99,3,1,3,1,4,9,9,5,3,4,9,2,3,4,5,99,99,4,1,2,9,99,99,99,1,1,2,4,2,9,411,9,2,1,3
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,299,99,98,2,3,4,5,7,8,9,10,99,99,99,99,9,2,5,1,5,9,8,4,5,5,9,4,99,99,99,99,99,8,2,3,9,99,99,99,2,2,2,4,2,2,231,2,1,1,8
7,1,1,1,1,99,99,99,2,5,99,99,99,99,99,99,299,99,98,1,2,3,4,7,8,9,10,99,99,99,99,5,1,1,3,9,9,4,5,4,4,9,2,3,99,99,99,99,2,2,2,9,99,99,99,2,1,2,5,2,16,807,16,1,2,3
4,1,1,1,1,99,99,99,2,3,7,99,99,99,99,99,550,99,98,1,2,3,4,5,6,8,10,99,99,99,99,4,1,2,5,4,3,9,5,9,8,9,2,3,5,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,1,111,1,1,1,3
3,1,2,1,1,99,99,99,2,3,4,5,7,8,99,99,99999,0,10,2,3,4,5,6,8,9,10,11,99,99,99,9,1,1,3,5,4,9,5,5,5,5,2,3,99,99,99,99,2,1,2,9,99,99,99,1,1,1,6,2,16,803,16,2,2,3
5,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,2100,0,30,1,2,3,4,5,7,8,9,10,99,99,99,3,1,1,3,4,9,3,5,3,4,9,4,5,99,99,99,99,2,2,1,9,99,99,99,1,1,1,6,2,2,247,2,1,1,3
7,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,1000,0,45,1,2,3,4,6,7,8,9,10,99,99,99,3,1,3,3,9,4,3,2,3,4,9,3,4,99,99,99,99,3,2,1,9,99,99,99,1,1,1,5,2,4,260,4,1,2,3
5,1,1,1,1,99,99,99,2,3,4,5,7,8,99,99,78,1,0,1,2,3,4,5,6,7,9,10,99,99,99,3,2,3,2,4,5,5,9,3,4,9,2,99,99,99,99,99,2,1,2,9,99,99,99,1,1,1,7,2,15,730,15,1,2,3
4,1,1,1,1,99,99,99,2,3,7,99,99,99,99,99,199,1,0,1,2,3,4,5,7,8,9,10,99,99,99,3,1,1,3,4,9,3,4,4,4,9,5,99,99,99,99,99,2,2,3,9,99,99,99,1,2,1,7,2,2,224,2,1,2,2
4,1,1,1,1,99,99,99,1,3,4,5,7,8,99,99,1200,1,0,1,2,3,4,5,6,8,9,10,99,99,99,3,1,3,2,4,4,9,5,3,4,9,97,99,99,99,99,99,2,2,2,9,99,99,99,1,1,2,6,2,15,710,15,1,2,3
3,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,499,1,30,1,2,3,4,5,6,8,9,10,99,99,99,3,1,3,2,4,3,9,5,4,3,9,2,4,5,99,99,99,3,1,2,9,99,99,99,1,1,1,6,2,8,360,8,1,1,2
5,2,1,1,1,99,99,99,2,3,4,5,7,8,99,99,300,2,0,1,2,3,4,5,7,8,9,10,99,99,99,3,1,1,3,4,9,3,4,8,3,9,2,4,5,99,99,99,3,1,2,9,99,99,99,1,1,1,6,2,12,635,12,1,1,1
6,2,1,1,1,99,99,99,1,3,4,5,7,8,99,99,99998,2,0,1,2,3,4,6,8,9,10,11,99,99,99,3,1,1,4,9,3,9,5,5,3,3,2,3,4,5,99,99,3,1,3,9,99,99,99,1,2,1,5,2,15,702,15,1,2,3
5,1,1,1,1,99,99,99,2,3,7,8,99,99,99,99,400,2,0,1,2,3,4,5,6,7,8,9,99,99,99,3,1,1,3,3,3,3,4,4,9,9,2,3,4,5,99,99,2,2,2,9,99,99,99,1,1,1,7,2,7,318,7,1,1,3
4,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,499,2,0,1,2,3,4,5,6,8,9,10,99,99,99,4,1,1,3,4,3,9,4,4,3,9,2,3,5,99,99,99,2,2,1,9,99,99,99,1,1,1,6,2,2,234,2,1,1,3
5,1,2,1,1,99,99,99,1,3,5,7,99,99,99,99,1100,2,0,1,2,3,4,5,6,8,9,10,99,99,99,2,1,3,4,3,3,9,4,4,3,9,1,2,3,4,99,99,3,2,2,9,99,99,99,2,1,2,6,2,2,220,2,1,2,3
6,2,1,1,1,99,99,99,1,4,7,99,99,99,99,99,1000,3,0,1,2,3,4,5,6,8,9,10,99,99,99,3,1,3,4,3,3,9,5,2,4,9,4,99,99,99,99,99,2,1,1,9,99,99,99,1,1,2,6,2,1,112,1,2,1,3
4,1,2,1,1,99,99,99,1,5,8,99,99,99,99,99,700,3,0,1,2,3,4,5,6,7,9,10,99,99,99,3,1,2,3,4,4,3,9,4,4,9,1,2,4,5,99,99,2,1,2,9,99,99,99,1,1,2,4,2,10,514,10,2,1,3
6,1,1,1,1,99,99,99,1,3,4,5,7,8,99,99,2800,3,0,1,2,3,4,5,6,8,9,10,99,99,99,3,1,2,3,5,3,9,5,3,4,9,2,4,5,99,99,99,2,1,2,9,99,99,99,1,1,1,6,2,16,840,16,1,1,4
5,1,2,1,1,99,99,99,1,3,5,7,8,99,99,99,500,4,0,1,2,3,4,5,6,8,9,10,99,99,99,3,1,4,1,5,4,9,5,5,4,9,2,4,5,99,99,99,3,2,2,9,99,99,99,1,1,1,6,2,16,830,16,1,1,3
2,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,599,4,0,1,2,3,4,5,8,9,10,11,99,99,99,3,1,3,1,4,9,9,5,4,3,5,2,5,99,99,99,99,3,1,2,9,99,99,99,1,1,1,6,2,10,506,10,1,1,3
2,1,1,1,1,99,99,99,1,3,8,99,99,99,99,99,699,4,0,1,2,3,4,5,7,8,9,10,99,99,99,3,1,3,1,3,9,3,5,3,5,9,4,99,99,99,99,99,1,1,1,9,99,99,99,1,1,2,4,2,2,235,2,1,2,3
4,1,1,1,1,99,99,99,1,3,5,7,99,99,99,99,1000,4,0,1,2,3,4,5,6,7,9,10,99,99,99,3,1,3,1,4,4,4,9,3,3,9,1,2,3,4,5,99,3,1,2,9,99,99,99,2,1,1,6,2,5,330,5,1,1,3
4,1,2,1,1,99,99,99,1,3,4,7,99,99,99,99,1399,5,0,1,2,3,4,5,6,8,9,10,99,99,99,4,1,1,3,3,3,9,5,4,3,9,2,4,5,99,99,99,2,2,1,9,99,99,99,1,1,1,7,2,9,408,9,2,1,3
3,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,500,6,0,1,2,3,4,5,8,9,10,11,99,99,99,3,1,3,1,3,9,9,5,3,4,3,1,2,3,4,99,99,1,1,3,9,99,99,99,1,1,2,6,2,13,602,13,1,1,2
5,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,2500,1,1,1,2,3,4,5,6,8,9,10,11,99,99,3,1,2,3,4,3,9,4,3,3,3,1,4,5,99,99,99,2,2,2,9,99,99,99,1,1,1,5,2,9,436,15,1,1,3
4,1,1,1,1,99,99,99,2,3,5,7,8,99,99,99,260,2,0,1,2,3,4,5,6,8,9,10,11,99,99,3,1,1,3,3,3,9,5,3,4,4,2,3,4,5,99,99,1,1,1,9,99,99,99,1,1,1,7,2,2,235,2,1,1,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,700,2,0,1,2,3,4,5,6,7,8,9,10,99,99,3,1,1,3,4,4,3,3,3,3,9,2,3,5,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,2,249,2,1,2,3
5,2,2,1,1,99,99,99,1,5,6,7,99,99,99,99,1300,3,0,1,2,3,4,5,6,8,9,10,11,99,99,3,1,1,3,3,3,9,5,5,4,3,1,2,3,4,5,99,2,1,1,9,99,99,99,2,1,2,6,2,2,231,2,1,1,3
3,1,2,1,1,99,99,99,2,3,4,5,7,99,99,99,175,3,0,1,2,3,4,5,7,8,9,10,11,99,99,5,1,3,2,3,9,8,4,4,3,5,3,5,99,99,99,99,3,2,1,9,99,99,99,1,1,1,7,2,2,242,2,2,2,2
4,1,1,1,1,99,99,99,2,3,5,7,8,99,99,99,400,4,0,1,2,3,4,5,6,7,8,9,10,99,99,1,1,3,5,5,5,8,4,5,4,9,2,3,4,5,99,99,1,2,3,9,99,99,99,1,1,1,7,2,9,435,9,1,2,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,700,4,0,1,2,3,4,5,6,7,8,9,10,99,99,3,1,3,3,5,2,3,5,4,4,9,5,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,7,2,3,206,3,1,1,3
5,1,2,1,1,99,99,99,1,5,99,99,99,99,99,99,1000,4,0,1,2,3,4,5,6,7,8,9,10,99,99,4,2,2,3,3,3,3,4,4,3,9,2,3,5,99,99,99,2,2,1,9,99,99,99,1,1,1,6,2,5,338,5,2,1,3
6,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,500,5,0,1,2,3,4,5,6,7,8,9,10,99,99,4,1,1,3,3,4,4,4,3,4,9,1,2,3,5,99,99,1,2,1,9,99,99,99,1,1,1,5,2,1,106,1,1,2,2
4,1,1,1,1,99,99,99,1,3,4,5,7,8,99,99,699,5,0,1,2,3,4,5,6,7,8,9,10,99,99,3,1,1,3,4,4,4,5,4,4,9,2,3,4,5,99,99,2,2,2,9,99,99,99,2,1,1,6,2,1,106,1,1,2,3
4,1,2,1,1,99,99,99,1,3,5,6,8,99,99,99,1500,99,98,1,2,3,4,5,6,8,9,10,11,99,99,3,1,8,3,3,4,9,4,3,4,1,2,3,5,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,15,730,15,1,2,2
3,2,2,1,1,99,99,99,2,3,7,99,99,99,99,99,500,1,0,2,3,4,99,99,99,99,99,99,99,99,99,9,1,1,2,9,9,9,9,9,9,9,2,4,99,99,99,99,2,1,2,9,99,99,99,1,1,1,6,2,1,115,1,2,1,3
6,1,2,1,1,99,99,99,3,2,8,99,99,99,99,99,199,2,0,2,3,4,99,99,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,9,9,9,5,99,99,99,99,99,2,1,2,9,99,99,99,2,2,1,6,2,3,203,3,2,1,3
6,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,799,3,0,1,2,3,99,99,99,99,99,99,99,99,99,2,1,2,9,9,9,9,9,9,9,9,2,5,99,99,99,99,3,2,4,9,99,99,99,1,1,1,4,2,9,411,9,1,2,1
6,2,1,1,1,99,99,99,1,3,5,7,99,99,99,99,699,5,0,1,2,3,99,99,99,99,99,99,99,99,99,1,1,1,9,9,9,9,9,9,9,9,2,4,5,99,99,99,2,2,2,9,99,99,99,2,2,2,3,2,9,402,9,1,1,2
3,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,499,6,0,2,3,4,99,99,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,9,9,9,5,99,99,99,99,99,2,2,3,9,99,99,99,1,2,1,4,2,12,655,12,1,1,2
2,1,2,1,1,99,99,99,1,8,99,99,99,99,99,99,1500,8,0,2,3,4,99,99,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,9,9,9,2,99,99,99,99,99,3,2,2,9,99,99,99,2,2,2,4,2,1,108,1,1,1,1
3,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,1500,10,0,2,3,4,99,99,99,99,99,99,99,99,99,9,1,2,1,9,9,9,9,9,9,9,2,3,4,99,99,99,2,2,3,9,99,99,99,1,1,2,4,2,9,433,9,2,1,2
6,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,400,1,0,1,2,3,4,99,99,99,99,99,99,99,99,4,1,2,2,9,9,9,9,9,9,9,97,99,99,99,99,99,3,2,4,9,99,99,99,2,2,2,3,2,10,514,10,1,1,1
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,699,1,0,1,2,3,4,99,99,99,99,99,99,99,99,3,2,2,2,9,9,9,9,9,9,9,2,5,99,99,99,99,3,2,3,9,99,99,99,1,1,1,4,2,16,811,16,1,2,1
3,1,2,1,1,99,99,99,1,5,8,99,99,99,99,99,700,1,0,2,3,4,6,99,99,99,99,99,99,99,99,9,1,1,1,9,3,9,9,9,9,9,1,2,3,4,5,99,2,2,2,9,99,99,99,2,2,2,4,2,20,950,20,1,1,4
4,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1000,2,0,2,3,4,10,99,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,9,4,9,5,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,4,2,11,540,9,2,1,2
4,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1032,2,0,1,2,3,4,99,99,99,99,99,99,99,99,1,1,1,1,9,9,9,9,9,9,9,1,2,99,99,99,99,1,1,1,9,99,99,99,2,1,2,4,2,2,247,2,1,1,2
4,1,2,1,1,99,99,99,1,5,7,99,99,99,99,99,599,3,0,1,2,3,4,99,99,99,99,99,99,99,99,3,1,2,2,9,9,9,9,9,9,9,5,99,99,99,99,99,2,2,2,9,99,99,99,2,1,2,6,2,5,330,5,1,2,3
5,1,2,1,1,99,99,99,1,3,7,8,99,99,99,99,1000,3,0,1,2,4,5,99,99,99,99,99,99,99,99,2,1,9,1,5,9,9,9,9,9,9,2,3,99,99,99,99,2,2,1,9,99,99,99,2,2,1,3,2,1,111,1,1,1,2
1,1,1,1,1,99,99,99,2,3,5,7,8,99,99,99,99998,3,30,1,2,3,4,99,99,99,99,99,99,99,99,3,1,2,1,9,9,9,9,9,9,9,5,99,99,99,99,99,2,2,2,9,99,99,99,2,1,1,3,2,16,826,16,1,2,3
6,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,4,0,1,2,3,8,99,99,99,99,99,99,99,99,1,1,1,9,9,9,9,4,9,9,9,2,3,4,5,99,99,4,2,2,9,99,99,99,2,1,1,5,2,1,100,1,1,1,3
4,1,2,1,1,99,99,99,1,4,7,8,99,99,99,99,1000,4,0,1,2,3,4,99,99,99,99,99,99,99,99,2,1,3,1,9,9,9,9,9,9,9,5,99,99,99,99,99,1,2,2,9,99,99,99,2,1,2,4,2,6,311,6,1,1,1
4,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1300,4,0,1,2,3,5,99,99,99,99,99,99,99,99,1,1,1,9,4,9,9,9,9,9,9,1,2,3,4,99,99,2,2,2,9,99,99,99,1,1,1,6,2,9,407,9,1,1,2
2,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,99998,5,0,1,2,3,4,99,99,99,99,99,99,99,99,4,2,2,1,9,9,9,9,9,9,9,97,99,99,99,99,99,2,2,2,9,99,99,99,1,1,2,5,2,17,900,17,1,2,3
4,1,2,1,1,99,99,99,1,5,6,7,8,99,99,99,1300,6,0,2,3,4,9,99,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,3,9,9,1,2,4,99,99,99,2,1,2,9,99,99,99,2,1,1,6,2,2,242,2,1,1,2
3,1,2,1,1,99,99,99,1,8,99,99,99,99,99,99,700,7,0,1,2,3,4,99,99,99,99,99,99,99,99,4,1,1,1,9,9,9,9,9,9,9,2,3,4,99,99,99,2,2,2,9,99,99,99,1,1,2,6,2,5,330,5,1,2,2
4,1,2,1,1,99,99,99,1,3,8,99,99,99,99,99,500,12,0,1,2,3,4,99,99,99,99,99,99,99,99,3,1,1,1,9,9,9,9,9,9,9,1,2,3,5,99,99,1,2,2,9,99,99,99,1,1,2,3,2,9,406,9,1,2,2
3,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,750,16,0,1,2,3,4,99,99,99,99,99,99,99,99,2,1,4,1,9,9,9,9,9,9,9,2,4,99,99,99,99,1,2,2,9,99,99,99,1,1,1,4,2,15,718,15,1,1,1
2,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,660,18,0,1,2,3,4,99,99,99,99,99,99,99,99,4,1,1,1,9,9,9,9,9,9,9,2,99,99,99,99,99,1,2,3,9,99,99,99,1,1,2,4,2,5,334,5,1,1,3
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,699,99,98,1,2,3,4,99,99,99,99,99,99,99,99,8,1,1,2,9,9,9,9,9,9,9,97,99,99,99,99,99,3,2,2,9,99,99,99,2,2,2,3,2,17,920,17,1,2,2
6,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1199,99,98,1,2,3,4,99,99,99,99,99,99,99,99,3,1,2,2,9,9,9,9,9,9,9,4,5,99,99,99,99,2,2,8,9,99,99,99,2,1,2,3,2,15,710,15,2,1,3
6,1,1,1,1,99,99,99,1,3,8,99,99,99,99,99,1000,0,15,1,2,3,4,8,99,99,99,99,99,99,99,3,1,1,1,9,9,9,3,9,9,9,2,5,99,99,99,99,2,2,2,9,99,99,99,1,1,1,4,2,10,500,10,1,1,2
6,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1500,0,35,1,2,3,4,5,99,99,99,99,99,99,99,1,1,1,3,4,9,9,9,9,9,9,2,3,4,5,99,99,2,2,1,9,99,99,99,1,1,1,7,2,19,973,19,2,1,3
8,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,699,0,40,1,2,3,5,9,99,99,99,99,99,99,99,2,1,2,9,3,9,9,9,3,9,9,2,99,99,99,99,99,3,2,2,9,99,99,99,1,1,1,7,2,9,401,9,1,1,1
5,2,1,1,1,99,99,99,2,3,4,5,7,8,99,99,250,1,0,1,2,3,4,8,99,99,99,99,99,99,99,4,2,2,2,9,9,9,5,9,9,9,2,5,99,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,16,813,16,1,2,2
7,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,588,1,0,1,2,3,4,9,99,99,99,99,99,99,99,3,1,2,1,9,9,9,9,3,9,9,5,99,99,99,99,99,2,2,2,9,99,99,99,2,1,2,3,2,3,203,3,1,2,2
6,2,1,1,1,99,99,99,2,3,99,99,99,99,99,99,650,1,0,1,2,3,9,10,99,99,99,99,99,99,99,1,1,1,9,9,9,9,9,8,4,9,97,99,99,99,99,99,2,2,3,9,99,99,99,1,1,1,7,2,1,116,1,1,2,3
4,1,1,1,1,99,99,99,1,8,99,99,99,99,99,99,750,1,0,1,2,3,4,8,99,99,99,99,99,99,99,3,1,2,1,9,9,9,5,9,9,9,2,99,99,99,99,99,4,2,3,9,99,99,99,2,1,2,4,2,15,737,15,1,2,1
5,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1100,1,0,1,2,3,4,10,99,99,99,99,99,99,99,1,1,2,3,9,9,9,9,9,4,9,5,99,99,99,99,99,4,2,2,9,99,99,99,1,2,1,3,2,5,330,5,2,2,2
2,1,1,1,1,99,99,99,1,7,8,99,99,99,99,99,999,1,15,1,2,3,4,10,99,99,99,99,99,99,99,1,1,1,1,9,9,9,9,9,4,9,1,2,3,4,5,99,2,1,2,9,99,99,99,2,1,1,6,2,2,222,2,1,2,3
1,2,1,1,1,99,99,99,2,4,8,99,99,99,99,99,99998,2,0,2,3,4,5,9,99,99,99,99,99,99,99,9,1,2,1,3,9,9,9,5,9,9,5,99,99,99,99,99,2,1,2,9,99,99,99,2,1,2,3,2,13,621,13,1,1,3
3,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,700,2,0,1,2,3,4,10,99,99,99,99,99,99,99,2,2,1,2,9,9,9,9,9,3,9,5,99,99,99,99,99,3,2,1,9,99,99,99,2,2,1,6,2,9,411,9,1,1,3
5,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,999,2,0,1,2,3,4,8,99,99,99,99,99,99,99,1,1,3,1,9,9,9,5,9,9,9,2,4,99,99,99,99,2,2,2,9,99,99,99,2,1,2,4,2,8,350,8,2,1,1
3,1,2,1,1,99,99,99,1,3,4,99,99,99,99,99,200,2,30,1,2,3,4,10,99,99,99,99,99,99,99,2,1,3,2,9,9,9,9,9,3,9,97,99,99,99,99,99,1,2,2,9,99,99,99,1,1,2,6,2,15,702,15,1,2,3
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,399,2,30,1,2,3,4,8,99,99,99,99,99,99,99,3,1,2,1,9,9,9,8,9,9,9,2,4,99,99,99,99,2,2,2,9,99,99,99,1,1,1,4,2,15,723,15,1,1,3
5,1,1,1,1,99,99,99,1,3,4,5,7,8,99,99,900,3,0,1,2,3,4,10,99,99,99,99,99,99,99,1,1,3,2,9,9,9,9,9,4,9,1,3,5,99,99,99,2,2,2,9,99,99,99,1,1,1,5,2,16,804,16,1,2,1
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1000,3,0,1,2,3,9,10,99,99,99,99,99,99,99,1,1,1,9,9,9,9,9,3,3,9,1,2,3,4,99,99,2,1,2,9,99,99,99,1,1,1,6,2,2,222,2,2,1,2
7,1,1,1,1,99,99,99,1,4,5,7,99,99,99,99,1100,3,0,1,2,3,4,5,99,99,99,99,99,99,99,1,1,1,3,5,9,9,9,9,9,9,1,2,3,4,5,99,2,2,1,9,99,99,99,1,1,1,7,2,16,801,16,1,2,2
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1100,3,0,1,2,3,6,8,99,99,99,99,99,99,99,1,1,1,9,9,3,9,5,9,9,9,4,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,16,820,12,1,1,1
5,1,1,1,1,99,99,99,1,3,4,5,7,99,99,99,1500,3,0,1,2,3,4,5,99,99,99,99,99,99,99,3,1,2,2,4,9,9,9,9,9,9,2,5,96,99,99,99,3,2,2,9,99,99,99,1,1,1,5,2,8,350,8,1,2,2
5,1,2,1,1,99,99,99,1,3,99,99,99,99,99,99,499,4,0,1,2,3,4,5,99,99,99,99,99,99,99,1,1,1,1,3,9,9,9,9,9,9,2,3,4,5,99,99,1,1,2,9,99,99,99,1,1,1,6,2,6,304,6,1,1,3
2,1,1,1,1,99,99,99,1,3,4,8,99,99,99,99,699,4,0,2,3,4,8,10,99,99,99,99,99,99,99,9,2,2,1,9,9,9,5,9,5,9,2,3,4,5,99,99,3,1,3,9,99,99,99,1,1,8,4,2,21,891,21,1,2,3
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,999,4,0,2,3,4,9,10,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,3,4,9,2,5,99,99,99,99,3,2,1,9,99,99,99,1,1,1,4,2,17,909,17,1,2,2
2,1,1,1,1,99,99,99,2,3,6,7,8,99,99,99,500,5,0,1,2,3,4,10,99,99,99,99,99,99,99,2,2,3,2,9,9,9,9,9,3,9,4,5,99,99,99,99,2,2,3,9,99,99,99,1,1,1,4,2,2,220,2,1,1,3
3,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1063,5,0,2,3,4,9,10,99,99,99,99,99,99,99,9,1,1,1,9,9,9,9,3,4,9,2,4,5,99,99,99,2,1,3,9,99,99,99,1,1,1,6,2,7,316,7,1,1,2
3,1,2,1,1,99,99,99,1,3,5,6,7,8,99,99,99998,5,0,1,2,3,4,10,99,99,99,99,99,99,99,3,1,1,1,9,9,9,9,9,3,9,1,2,3,4,99,99,2,2,2,9,99,99,99,1,1,2,6,2,16,811,16,2,2,3
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,500,6,0,1,2,3,4,9,99,99,99,99,99,99,99,3,1,1,1,9,9,9,9,3,9,9,2,99,99,99,99,99,1,1,4,9,99,99,99,1,1,1,4,2,1,114,1,1,2,3
2,1,1,1,1,99,99,99,1,4,5,7,99,99,99,99,588,6,0,1,2,3,4,10,99,99,99,99,99,99,99,2,1,1,1,9,9,9,9,9,3,9,2,5,99,99,99,99,2,1,2,9,99,99,99,1,1,2,4,2,10,505,10,1,1,1
7,1,1,1,1,99,99,99,1,8,99,99,99,99,99,99,699,6,0,1,2,3,4,5,99,99,99,99,99,99,99,4,1,1,1,4,9,9,9,9,9,9,4,99,99,99,99,99,2,2,3,9,99,99,99,2,1,2,4,2,16,824,16,1,2,1
6,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,1300,6,0,1,2,3,4,8,99,99,99,99,99,99,99,1,1,1,1,9,9,9,5,9,9,9,97,99,99,99,99,99,1,2,1,9,99,99,99,2,1,1,4,2,2,242,2,1,1,3
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,6,0,1,2,3,4,10,99,99,99,99,99,99,99,1,1,1,1,9,9,9,9,9,3,9,2,5,99,99,99,99,2,2,3,9,99,99,99,1,1,1,3,2,16,807,16,1,2,2
3,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,2000,18,0,1,2,3,4,5,99,99,99,99,99,99,99,2,2,1,1,3,9,9,9,9,9,9,1,3,4,5,99,99,3,2,2,9,99,99,99,2,2,2,7,2,17,900,17,2,1,2
5,1,2,1,1,99,99,99,2,5,7,99,99,99,99,99,500,99,98,1,2,3,4,9,99,99,99,99,99,99,99,4,1,1,2,9,9,9,9,3,9,9,2,3,4,5,99,99,3,8,2,9,99,99,99,1,1,1,6,2,8,357,8,2,1,3
4,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,510,1,0,1,2,3,4,9,10,99,99,99,99,99,99,3,1,1,1,9,9,9,9,5,5,9,1,2,3,4,5,99,2,2,2,9,99,99,99,1,1,2,6,2,2,236,2,1,1,4
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,600,1,0,2,3,4,5,8,9,99,99,99,99,99,99,9,2,1,2,4,9,9,5,3,9,9,4,5,99,99,99,99,4,2,4,9,99,99,99,1,1,1,6,2,15,721,15,1,1,1
4,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1100,1,0,1,2,3,6,10,11,99,99,99,99,99,99,2,1,1,9,9,4,9,9,9,3,4,2,3,4,5,99,99,2,2,3,9,99,99,99,1,1,1,7,2,17,900,17,1,1,3
6,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1400,1,0,1,2,3,4,8,9,99,99,99,99,99,99,1,1,2,3,9,9,9,4,3,9,9,5,99,99,99,99,99,3,2,3,9,99,99,99,2,1,2,6,2,2,241,2,1,1,2
6,1,1,1,1,99,99,99,2,5,8,99,99,99,99,99,99998,1,0,1,2,3,4,6,10,99,99,99,99,99,99,3,1,1,1,9,5,9,9,9,5,9,2,5,99,99,99,99,3,2,3,9,99,99,99,2,1,2,4,2,6,315,6,1,2,2
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,1,0,1,2,3,4,9,10,99,99,99,99,99,99,1,1,1,1,9,9,9,9,3,4,9,2,3,5,99,99,99,4,2,2,9,99,99,99,2,1,2,6,2,5,333,5,1,2,3
6,1,1,1,1,99,99,99,3,5,99,99,99,99,99,99,99999,1,0,1,2,3,4,8,9,99,99,99,99,99,99,3,1,1,1,9,9,9,8,4,9,9,4,5,99,99,99,99,2,2,3,9,99,99,99,1,1,1,6,2,2,220,2,1,2,3
